name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
BNA1166,"Kreis Weseler Abfallgesellschaft mbH & Co. KG (KWA)","Graftstr. 25",47475,Kamp-Lintfort,DE,4.8,Oil,"Steam turbine",no,1997,,51.52242,6.57467,,"Fossil fuels",Oil,,,,BNetzA/UBA
BNA1212,"Vereinigte Wertach-Elektrizitätswerke GmbH","Mindelmähderweg 10",87719,Mindelheim,DE,11.4,Oil,"Steam turbine",no,1988,,48.062671,10.486643,,"Fossil fuels",Oil,,,,BNetzA/UBA
BNA1227,"Vereinigte Wertach-Elektrizitätswerke GmbH","Am Kraftwerk 1",87666,Pforzen,DE,11.4,Oil,"Steam turbine",no,1978,,47.912537,10.61174,,"Fossil fuels",Oil,,,,BNetzA/UBA
BNA1280,"Basell Polyolefine GmbH",,50389,Wesseling,DE,90,Oil,"Steam turbine",yes,1962,,50.83051,6.95936,,"Fossil fuels",Oil,,,,BNetzA/UBA
BNA1293d,"Martinswerk GmbH","Kölner Straße 110",50127,Bergheim,DE,0.8,Oil,"Steam turbine",no,1995,,50.94563,6.66496,,"Fossil fuels",Oil,,,,BNetzA/UBA
BNA1294,"Nynas GmbH & Co KG ","Hohe-Schaar-Straße 34",21107,Hamburg,DE,38,Oil,"Steam turbine",yes,1994,,53.485203,9.969562,,"Fossil fuels",Oil,,,,BNetzA/UBA
BNA1337d,"DS Smith Paper Deutschland GmbH","Weichertstr. 7",63741,Aschaffenburg,DE,0.5,Oil,"Steam turbine",,1991,,49.988218,9.155761,,"Fossil fuels",Oil,,,,BNetzA/UBA
BNA1338,"Eurowatt Spitzenkraft GmbH","Ruselbergstr. 87",94469,Deggendorf,DE,19,Oil,"Steam turbine",yes,,,48.85906,13.00692,,"Fossil fuels",Oil,,,,BNetzA/UBA
BNA0142,"ArcelorMittal Bremen GmbH","Auf den Delben 35",28237,Bremen,DE,160,"Other fuels","Steam turbine",no,1975,,53.12891,8.68524,11WD2BMIT0002731,Other,"Other fuels",,,,BNetzA/UBA
BNA0143,"swb Erzeugung GmbH & Co. KG","Auf den Delben 35",28237,Bremen,DE,110,"Other fuels","Steam turbine",no,,,53.12891,8.68524,,Other,"Other fuels",,,,BNetzA/UBA
BNA0217,"ThyssenKrupp Steel Europe AG",,47166,"Duisburg - Ruhrort",DE,60,"Other fuels","Steam turbine",yes,1955,,51.459673,6.730574,,Other,"Other fuels",,,,BNetzA/UBA
BNA0218,"ThyssenKrupp Steel Europe AG",,47166,"Duisburg - Ruhrort",DE,95,"Other fuels","Steam turbine",yes,1963,CHP,51.459673,6.730574,,Other,"Other fuels",,,,BNetzA/UBA
BNA0219,"ThyssenKrupp Steel Europe AG",,47166,"Duisburg - Ruhrort",DE,170,"Other fuels","Steam turbine",yes,1968,CHP,51.459673,6.730574,11WD7BEEC5XRUKWN,Other,"Other fuels",,,,BNetzA/UBA
BNA0237,"Progroup Power 1 GmbH",,15890,Eisenhüttenstadt,DE,23.5,"Other fuels","Steam turbine",yes,2011,,52.16883,14.64079,,Other,"Other fuels",,,,BNetzA/UBA
BNA0238a,"ArcelorMittal Eisenhüttenstadt GmbH","Werkstraße 1",15890,Eisenhüttenstadt,DE,45,"Other fuels","Steam turbine",yes,1954,CHP,52.1674,14.62697,,Other,"Other fuels",,,,BNetzA/UBA
BNA0238b,"ArcelorMittal Eisenhüttenstadt GmbH","Werkstraße 1",15890,Eisenhüttenstadt,DE,56,"Other fuels","Steam turbine",yes,2013,CHP,52.1674,14.62697,,Other,"Other fuels",,,,BNetzA/UBA
BNA0289a,"Mainova AG","Gutleutstraße 231",60627,"Frankfurt am Main",DE,19.7,"Other fuels","Steam turbine",no,,CHP,50.09847,8.65303,,Other,"Other fuels",,,,BNetzA/UBA
BNA0395,"ThyssenKrupp Steel Europe AG",,47166,Hamborn,DE,59,"Other fuels","Steam turbine",yes,1958,,51.491,6.72749,,Other,"Other fuels",,,,BNetzA/UBA
BNA0396,"ThyssenKrupp Steel Europe AG",,47166,Hamborn,DE,101,"Other fuels","Steam turbine",yes,1976,CHP,51.491,6.72749,11WD7BEEC5XHAKW5,Other,"Other fuels",,,,BNetzA/UBA
BNA0397,"ThyssenKrupp Steel Europe AG",,47166,Hamborn,DE,225,"Other fuels","Steam turbine",yes,2003,CHP,51.500603,6.730319,11WD7BEEC5XHAKW5,Other,"Other fuels",,,,BNetzA/UBA
BNA0485,"Hüttenwerke Krupp Mannesmann GmbH",,47259,Duisburg-Huckingen,DE,303,"Other fuels","Combined cycle",yes,1976,,51.36787,6.7167,11WD7HUCK2G--KWR,Other,"Other fuels",,,,BNetzA/UBA
BNA0486,"Hüttenwerke Krupp Mannesmann GmbH",,47259,Duisburg-Huckingen,DE,303,"Other fuels","Combined cycle",yes,1977,,51.36787,6.7167,11WD7HUCK2G--KWR,Other,"Other fuels",,,,BNetzA/UBA
BNA0597,"InfraLeuna GmbH",,6237,Leuna,DE,8.7,"Other fuels","Combined cycle",yes,1994,,51.29976,12.0193,,Other,"Other fuels",,,,BNetzA/UBA
BNA0598a,"InfraLeuna GmbH",,6237,Leuna,DE,14,"Other fuels","Steam turbine",yes,2000,,51.79988,11.7581,,Other,"Other fuels",,,,BNetzA/UBA
BNA0598b,"InfraLeuna GmbH",,6237,Leuna,DE,20,"Other fuels","Combined cycle",no,2010,,51.29976,12.0193,,Other,"Other fuels",,,,BNetzA/UBA
BNA0616b,"BASF SE","S 300",67056,Ludwigshafen,DE,87.5,"Other fuels","Combined cycle",yes,1964,IPP,48.552941,8.407401,,Other,"Other fuels",,,,BNetzA/UBA
BNA0693,"SWN Stadtwerke Neumünster GmbH",,24534,Neumünster,DE,53.6,"Other fuels","Steam turbine",yes,1974,,54.0821,10.15,,Other,"Other fuels",,,,BNetzA/UBA
BNA0863,"Salzgitter Flachstahl GmbH",,38239,Salzgitter,DE,94.5,"Other fuels","Steam turbine",yes,1939,,52.1579,10.39579,,Other,"Other fuels",,,,BNetzA/UBA
BNA0864,"Salzgitter Flachstahl GmbH",,38239,Salzgitter,DE,97,"Other fuels","Steam turbine",yes,2010,CHP,52.1579,10.39579,,Other,"Other fuels",,,,BNetzA/UBA
BNA0865b,"Salzgitter Flachstahl GmbH",,38239,Salzgitter,DE,97,"Other fuels","Steam turbine",yes,2010,CHP,52.1579,10.39579,,Other,"Other fuels",,,,BNetzA/UBA
BNA1115,"Aktien-Gesellschaft der Dillinger Hüttenwerke, ROGESA Roheisengesellschaft Saar mbH und Zentralkokerei Saar GmbH, als Bruchteilsgemeinschaft","Werkstraße 1",66763,Dillingen/Saar,DE,85,"Other fuels","Steam turbine",yes,2010,,49.35485,6.73149,,Other,"Other fuels",,,,BNetzA/UBA
BNA1249,"UPM GmbH","Friedrich-Haindl-Strasse 10",86956,Schongau,DE,6,"Other fuels","Steam turbine",yes,1989,,47.80811,10.90251,,Other,"Other fuels",,,,BNetzA/UBA
BNA1397a,"Ineos Manufacturing Deutschland GmbH","Alte Strasse 201",50769,Köln,DE,15.5,"Other fuels","Gas turbine",yes,1964,CHP,51.06948,6.84669,,Other,"Other fuels",,,,BNetzA/UBA
BNA1397b,"Ineos Manufacturing Deutschland GmbH","Alte Strasse 201",50769,Köln,DE,19.2,"Other fuels","Gas turbine",yes,1964,CHP,51.06948,6.84669,,Other,"Other fuels",,,,BNetzA/UBA
BNA1397c,"Ineos Manufacturing Deutschland GmbH","Alte Strasse 201",50769,Köln,DE,15.5,"Other fuels","Gas turbine",yes,1963,CHP,51.06948,6.84669,,Other,"Other fuels",,,,BNetzA/UBA
BNA1397d,"Ineos Manufacturing Deutschland GmbH","Alte Strasse 201",50769,Köln,DE,10.4,"Other fuels","Gas turbine",no,1966,CHP,51.06948,6.84669,,Other,"Other fuels",,,,BNetzA/UBA
BNA1397e,"Ineos Manufacturing Deutschland GmbH","Alte Strasse 201",50769,Köln,DE,33.6,"Other fuels","Gas turbine",yes,1967,CHP,51.06948,6.84669,,Other,"Other fuels",,,,BNetzA/UBA
BNA1399,"OXEA Produktion GmbH & Co.KG",Otto-Roelen-Str.3,46147,Oberhausen,DE,38,"Other fuels","Steam turbine",yes,1929,,51.52462,6.8011,,Other,"Other fuels",,,,BNetzA/UBA
BNA1409,"DK Recycling und Roheisen GmbH","Wörthstraße 175",47053,Duisburg,DE,21,"Other fuels","Steam turbine",yes,2010,,51.41906,6.7385,,Other,"Other fuels",,,,BNetzA/UBA
BNA1465a,"B+T Energie GmbH","Kasseler Landstr. 23",37213,Witzenhausen,DE,28,"Other fuels","Steam turbine",yes,2009,,51.318082,9.849008,,Other,"Other fuels",,,,BNetzA/UBA
BNA1523c,"Moritz J. Weig GmbH & Co KG","Polcher Str. 113",56727,Mayen,DE,10.3,"Other fuels","Steam turbine",yes,1992,,50.321134,7.233907,,Other,"Other fuels",,,,BNetzA/UBA
BNA1526,"Raffinerie Heide GmbH","Meldorfer Str. 43",25770,Hemminstedt,DE,44.5,"Other fuels","Steam turbine",yes,1961,,54.154861,9.076647,,Other,"Other fuels",,,,BNetzA/UBA
BNA1811,"STEAG Battery System GmbH","Moltkestr. 15",44536,Lünen,DE,15,"Other fuels","Storage technologies",no,2016,,51.613159,7.50983,,Other,"Other fuels",,,,BNetzA/UBA
BNA1812,"STEAG Battery System GmbH","Holzer Str.",66287,Quierschied,DE,15,"Other fuels","Storage technologies",no,2016,,49.33413028,7.031355928,,Other,"Other fuels",,,,BNetzA/UBA
BNA1813,"STEAG Battery System GmbH","Hertener Str. 16",44653,Herne,DE,15,"Other fuels","Storage technologies",no,2016,,51.550753,7.187481,,Other,"Other fuels",,,,BNetzA/UBA
BNA1814,"STEAG Battery System GmbH","Saarbrücker Str. 135-137",66333,Völklingen,DE,15,"Other fuels","Storage technologies",no,2016,,49.249018,6.879244,,Other,"Other fuels",,,,BNetzA/UBA
BNA1815,"STEAG Battery System GmbH","Dr.-Wilhelm-Roelen Str. 129",47179,Duisburg-Walsum,DE,15,"Other fuels","Storage technologies",no,2016,,51.52672,6.71868,,Other,"Other fuels",,,,BNetzA/UBA
BNA1816,"STEAG Battery System GmbH",Grubenstr.,66450,Bexbach,DE,15,"Other fuels","Storage technologies",no,2016,,49.363481,7.237136,,Other,"Other fuels",,,,BNetzA/UBA
BNA1827,"Batteriespeicher Schwerin GmbH & Co. KG","Obotritenring 40",19053,Schwerin,DE,12.5,"Other fuels","Storage technologies",no,2014,,53.637691,11.403466,,Other,"Other fuels",,,,BNetzA/UBA
BNA1870,"Orion Engineered Carbons GmbH","Harry-Kloepfer-Straße 1",50997,Köln,DE,26.5,"Other fuels","Steam turbine",no,1967,,50.87357395,6.918529651,,Other,"Other fuels",,,,BNetzA/UBA
BNA1874,"BMW AG",,4349,Leipzig,DE,12.5,"Other fuels","Steam turbine",no,2018,,51.3406321,12.3747329,,Other,"Other fuels",,,,BNetzA/UBA
BNA1936,"swb Erzeugung GmbH & Co. KG",,28207,Bremen,DE,18,"Other fuels","Storage technologies",yes,2019,,53.0758196,8.8071646,,Other,"Other fuels",,,,BNetzA/UBA
BNA1939,"Allgäuer Überlandwerk GmbH",,87477,"Sulzberg-Graben / AU 5",DE,16,"Other fuels","Storage technologies",no,2018,,47.691097,10.323657,,Other,"Other fuels",,,,BNetzA/UBA
BNA1942,"EnspireME GmbH",,,,DE,48,"Other fuels","Storage technologies",no,2018,,54.848958,9.196134,,Other,"Other fuels",,,,BNetzA/UBA
BNA0084,"Vattenfall Wärme Berlin AG","Otternbuchtstr. 11",13599,Berlin,DE,36,Waste,"Steam turbine",yes,1998,,52.532146,13.246072,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0088b,"Solvay Chemicals GmbH",,6406,Bernburg,DE,35,Waste,"Combined cycle",yes,2009,IPP,51.801239,11.75441,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0097,"MVA Bielefeld-Herford GmbH","Schelpmilser Weg 30",33609,Bielefeld,DE,34,Waste,"Steam turbine",yes,1981,,52.04269,8.60719,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0117a,"Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH",,53115,Bonn,DE,12,Waste,"Steam turbine",yes,1990,,50.73382,7.08055,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0139,"swb Entsorgung GmbH & Co. KG","Otavistr. 7-9",28237,Bremen,DE,33,Waste,"Steam turbine",no,2009,,53.12482,8.72887,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0223a,"Stadtwerke Düsseldorf AG","Behrenstraße 85",40233,Düsseldorf,DE,48.9,Waste,"Steam turbine",no,1955,,51.22455,6.81543,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0223b,"Stadtwerke Düsseldorf AG","Behrenstraße 85",40233,Düsseldorf,DE,53.7,Waste,"Steam turbine",yes,2000,,51.222794,6.813696,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0287a,"Mainova AG","Heddernheimer Landstraße 158",60440,"Frankfurt am Main",DE,26,Waste,"Steam turbine",yes,1969,,50.16173,8.63596,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0287b,"Mainova AG","Heddernheimer Landstraße 157",60439,"Frankfurt am Main",DE,46.5,Waste,"Steam turbine",yes,2006,,50.16171,8.63625,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0380,"EEW Energy from Waste Großräschen GmbH",,1983,Großräschen,DE,23.3,Waste,"Steam turbine",yes,2007,,51.5929,14.0241,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0398,"MVR Müllverwertung Rugenberger Damm GmbH & Co. KG","Rugenberger Damm 1",21129,Hamburg,DE,24,Waste,"Steam turbine",yes,1999,,53.52088514,9.934773445,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0407,"Enertec Hameln GmbH",,31789,Hameln,DE,13.2,Waste,"Steam turbine",yes,1913,,52.09875,9.38821,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0417,"EEW Energy from Waste Hannover GmbH",,30659,Hannover,DE,22.5,Waste,"Steam turbine",no,2005,,52.41178,9.85297,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0438,"EEW Energy from Waste Helmstedt GmbH",,38350,Helmstedt,DE,37.5,Waste,"Steam turbine",no,1999,,52.17138,10.97637,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0519,"RWE Generation SE",,45329,Essen,DE,38,Waste,"Steam turbine",yes,1987,,51.51543,6.99382,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0590,"MVV Energie AG","An der B91",6237,Leuna,DE,16.25,Waste,"Steam turbine",no,2005,,51.29976,12.0193,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0591,"MVV Energie AG","An der B91",6237,Leuna,DE,16.25,Waste,"Steam turbine",no,2007,,51.29976,12.0193,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0616a,"BASF SE","Z 564",67056,Ludwigshafen,DE,12,Waste,"Steam turbine",yes,1992,,48.552941,8.407401,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0622,"Müllheizkraftwerk Rothensee GmbH",,39126,Magdeburg,DE,29.2,Waste,"Steam turbine",yes,2005,,52.18534,11.67906,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0623,"Müllheizkraftwerk Rothensee GmbH",,39126,Magdeburg,DE,29.2,Waste,"Steam turbine",yes,2006,,52.18534,11.67906,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0638,"MVV Energie AG","Otto-Hahn-Straße 1",68169,Mannheim,DE,2.78,Waste,"Steam turbine",no,,,49.5224,8.45294,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0639,"MVV Energie AG","Otto-Hahn-Straße 1",68169,Mannheim,DE,5.56,Waste,"Steam turbine",yes,,,49.5224,8.45294,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0640,"MVV Energie AG","Otto-Hahn-Straße 1",68169,Mannheim,DE,8.65,Waste,"Steam turbine",no,2006,,49.5224,8.45294,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0641a,"MVV Energie AG","Otto-Hahn-Straße 1",68169,Mannheim,DE,22.1,Waste,"Steam turbine",yes,2010,,49.5224,8.45294,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0641b,"MVV Energie AG","Otto-Hahn-Straße 1",68169,Mannheim,DE,5.37,Waste,"Steam turbine",yes,2012,,49.52277,8.45292,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0641c,"MVV Energie AG","Otto-Hahn-Straße 1",68169,Mannheim,DE,3.88,Waste,"Steam turbine",yes,2012,,49.52277,8.45292,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0746,"N-ERGIE AG","Sandreuthstr. 51",90441,Nürnberg,DE,18,Waste,"Combined cycle",yes,1996,,49.438611,11.060556,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0750,"GMVA Gemeinschafts-Müll-Verbrennungsanlage Niederrhein GmbH","Liricher Straße 121",46049,Oberhausen,DE,40.4,Waste,"Steam turbine",yes,1991,,51.48548,6.8344,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0751,"GMVA Gemeinschafts-Müll-Verbrennungsanlage Niederrhein GmbH","Liricher Straße 121",46049,Oberhausen,DE,21.1,Waste,"Steam turbine",yes,2006,,51.48548,6.8344,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0845,"Stadtwerke Rosenheim GmbH & Co. KG","Färberstraße 47",83022,Rosenheim,DE,9,Waste,"Steam turbine",yes,1988,,47.856134,12.134085,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0855,"Steag GmbH","Siedlerweg 11",15562,"Rüdersdorf bei Berlin",DE,30,Waste,"Steam turbine",no,2009,,52.49028,13.82987,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0895,"GKS Gemeinschaftskraftwerk Schweinfurt GmbH","Hafenstraße 30",97424,Schweinfurt,DE,24.4,Waste,"Steam turbine",yes,1990,,50.02969,10.224,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0939a,"EnBW Energie Baden-Württemberg AG","Voltastraße 45",70376,Stuttgart,DE,19.5,Waste,"Steam turbine",yes,2009,CHP,48.81253,9.21895,11WD4MUST5G----B,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0969a,"SWM Services GmbH",,85774,Unterföhring,DE,18,Waste,"Steam turbine",yes,1991,,48.180506,11.639612,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA0969c,"SWM Services GmbH",,85774,Unterföhring,DE,22,Waste,"Steam turbine",yes,1984,,48.180506,11.639612,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1020,"RWE Power AG",,52249,Weisweiler,DE,27,Waste,"Steam turbine",no,1996,,50.83859,6.32117,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1108,"PD energy GmbH","Ostraße 1",6749,"Bitterfeld - Wolfen",DE,9.9,Waste,"Steam turbine",yes,2010,,51.62965,12.28922,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1110,"Zweckverband Restmüllheizkraftwerk Böblingen","Musbergersträßle 11",71032,Böblingen,DE,9.5,Waste,"Steam turbine",no,1999,,48.68552315,9.049525695,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1114,"swb Entsorgung GmbH & Co. KG","Oken 2",28219,Bremen,DE,44,Waste,"Steam turbine",yes,2012,,53.114562,8.818186,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1116,"Bremerhavener Entsorgungsgesellschaft mbH","Zur Hexenbrücke 16",27570,Bremerhaven,DE,14,Waste,"Steam turbine",yes,1977,,53.54782,8.61792,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1119,"Zweckverband Abfallverwertung Südostbayern","Bruck 110",84508,Burgkirchen,DE,12.5,Waste,"Steam turbine",no,1994,,48.18508,12.73606,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1139,"EEW Energy from Waste Saarbrücken GmbH","Heitersheimer Straße 2",79427,Eschbach,DE,13.6,Waste,"Steam turbine",yes,2005,,47.89061,7.61608,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1144,"EEW Energy from Waste Göppingen GmbH",,73037,Göppingen,DE,11,Waste,"Steam turbine",yes,1975,,48.68232,9.67126,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1148,"MHB Hamm Betriebsführungsgesellschaft mbH","Am Lausbach 2",59075,Hamm,DE,14.6,Waste,"Steam turbine",yes,1986,,51.68039,7.74422,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1154,"AGR Abfallentsorgungsgesellschaft Ruhrgebiet mbH","Im Emscherbruch 11",A-45699,Herten,DE,15.5,Waste,"Steam turbine",yes,1982,,51.55728,7.16406,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1155,"AGR Abfallentsorgungsgesellschaft Ruhrgebiet mbH","Im Emscherbruch 11",45699,Herten,DE,11.7,Waste,"Steam turbine",no,2009,,51.55728,7.16406,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1161,"Zweckverband Müllverwertungsanlage Ingolstadt (MVA Ingolstadt)","Am Mailinger Bach 141",85055,Ingolstadt,DE,25.5,Waste,"Steam turbine",yes,1984,,48.7645,11.49185,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1167,"Kreis Weseler Abfallgesellschaft mbH & Co. KG (KWA)","Graftstr. 25",47475,Kamp-Lintfort,DE,16,Waste,"Steam turbine",yes,1997,,51.52242,6.57467,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1168,"Müllheizkraftwerk Kassel GmbH",,34123,Kassel,DE,14.7,Waste,"Steam turbine",yes,1985,,51.2976283,9.52410538,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1184,"AVG Köln mbH","Geestemünder Str. 23",50735,Köln,DE,45.1,Waste,"Steam turbine",yes,1998,,51.0003,6.94358,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1186a,"EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG","Parkstr. 234",47829,Krefeld,DE,13.5,Waste,"Steam turbine",yes,1982,,51.38038,6.63732,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1186b,"EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG","Parkstr. 234",47829,Krefeld,DE,13.8,Waste,"Steam turbine",no,2002,,51.38038,6.63732,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1186c,"EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG","Parkstr. 234",47829,Krefeld,DE,1.5,Waste,"Steam turbine",yes,1976,,51.38038,6.63732,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1186d,"EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG","Parkstr. 234",47829,Krefeld,DE,2.8,Waste,"Steam turbine",yes,1997,,51.38038,6.63732,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1186e,"EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG","Parkstr. 234",47829,Krefeld,DE,1.5,Waste,"Steam turbine",yes,1976,,51.38038,6.63732,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1190,"Steag GmbH","Industrie- und Gewerbegebiet Lauta,  Straße B Nr. 5",2991,Lauta,DE,15.7,Waste,"Steam turbine",yes,2004,,51.45071,14.11215,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1197,"Technische Werke Ludwigshafen AG","Industriestr. 3 ",67063,Ludwigshafen,DE,28,Waste,"Steam turbine",yes,1967,,49.48505,8.42622,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1198,"SUEZ Energie und Verwertung GmbH","Bayerische Str.20",6686,"Lützen OT Zorbau",DE,23,Waste,"Steam turbine",yes,2005,,51.18158,12.01965,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
BNA1199,"Entsorgungsgesellschaft Mainz mbH","Kraftwerkallee 1",55120,Mainz,DE,15.6,Waste,"Steam turbine",yes,2009,,50.02594,8.24183,,"Other or unspecified energy sources",Waste,,,,BNetzA/UBA
